tweet,date_time
@__7411 https://t.co/ju2tGEu6ie,06/12/2016 18:12
@Lordofgotham https://t.co/b2fVAygAZ2,06/12/2016 18:11
@Assistant_Ozil https://t.co/zsW7WZbmuS,06/12/2016 18:11
@DierStraits_ Boop.,06/12/2016 18:10
"After his passing, the world shed purple tears for a legend. #RIP #ThisHappened https://t.co/f7VOj1hd5w",06/12/2016 18:04
"And the most Retweeted Tweets of 2016 are from... 🏆 #ThisHappened

1. @Rubiu5
2. @Harry_Styles
3. @HillaryClinton https://t.co/9eTEfYQ8tb",06/12/2016 17:33
"Share your moment of 2016 using #ThisHappened
https://t.co/5J2S0peqBG",06/12/2016 17:09
@Sonikku_a *achievement unlocked*,06/12/2016 16:54
@Ancelottied @theweeknd https://t.co/poTIBZEqRa,06/12/2016 16:10
The fairytale of 2016? #ThisHappened https://t.co/B7wpE9qoiD,06/12/2016 16:04
@__sally__ https://t.co/gD4Ynarsxi,06/12/2016 15:08
"The stars aligned, @LeoDiCaprio came home victorious and @JoeBiden snagged some Girl Scout Cookies at the #Oscars.… https://t.co/f9hvR58TA2",06/12/2016 15:00
@CandiceMaberly https://t.co/3AMQY8msri,06/12/2016 14:36
@jtunga7 https://t.co/scV21uyFDH,06/12/2016 14:08
"When life gives @Rubiu5 lemons, he makes the most Retweeted Tweet of the year. #ThisHappened https://t.co/HtaTy1W5Tg",06/12/2016 14:00
"Today we're reflecting on 2016.

Join us by sharing a Tweet that mattered to you, like this one. #ThisHappened👇

https://t.co/kXAcKlCw2P",06/12/2016 13:19
"@sheilasturgeon What a year, congrats!!! https://t.co/cWme7gv5tD",06/12/2016 12:43
"Different teams, same dreams at #Rio2016. 
#ThisHappened https://t.co/Bhufa5FZgP",06/12/2016 12:39
@CoolChopy 🚗💨 https://t.co/5MRpYAVg3G,06/12/2016 12:12
"Some things just stuck this year. 
#ThisHappened https://t.co/X0oUebyem2",06/12/2016 12:04
@KrysRinaman https://t.co/xAoiHgnpEf,06/12/2016 10:36
"Now there's a starman waiting in the sky. #RIP 
#ThisHappened https://t.co/r0cF8aMroS",06/12/2016 10:31
@simplebittu https://t.co/ezJzwJGAq4,06/12/2016 09:29
"We are the champions. 🇵🇹
Somos Campeões! 
#ThisHappened https://t.co/vGAcop3AhM",06/12/2016 09:02
@pavan2318 Welcome to the team https://t.co/ThA6cc42hl,06/12/2016 08:13
@KritiSathi https://t.co/6D0O1Nieri,06/12/2016 07:14
We're still not sure *what* happened... but #ThisHappened. #PPAP https://t.co/iFCotigUH4,06/12/2016 07:01
"Ready. Set. #PokemonGo. 
#ThisHappened https://t.co/rhPcAjVk3V",06/12/2016 06:02
"Looking back on 2016.

Share the moments that mattered to you using #ThisHappened",06/12/2016 05:06
"What a year.

Check out the top 10 global conversations of 2016. #ThisHappened

https://t.co/LQJNkKE8of",06/12/2016 05:00
"2016.
#ThisHappened https://t.co/dyBWDvQjtj",06/12/2016 04:56
"#TNF is back this Thursday with #OAKvsKC LIVE on Twitter!

Who's going to win, #RaiderNation or #ChiefsKingdom?
https://t.co/UObnRuqQ0Q",05/12/2016 23:25
"Highlights from #DALvsMIN, the best Tweets, and a whole lot of #TNF.

Catch the recap from last night’s game now. 👇 https://t.co/sQerKyLeoz",03/12/2016 01:11
"Your glimpse into the Rebellion is here.

The @starwars #RogueOne cast Q&amp;A is now LIVE. 👇
https://t.co/yJ4uolJJJD",02/12/2016 18:08
"The rebel alliance needs you.

1 hour until the #RogueOne live stream.

https://t.co/yJ4uolJJJD",02/12/2016 17:00
@johnnyp_quest Our home is your home.,02/12/2016 04:40
@ChrisBower10  @saraheseger Ayyy welcome Bae.,02/12/2016 04:39
@soulseeker4love It’s good to have you back. 🤗,02/12/2016 04:38
@dinastiadabi Anything for the birthday girl. 🎈🎈🎈,02/12/2016 04:37
"It's been real #TNF. 
 
Tune in next week to watch the @RAIDERS take on the @Chiefs streaming LIVE on Twitter.
https://t.co/WdzHD9qrrO",02/12/2016 04:35
@SheaSerrano Game respect game.,02/12/2016 03:42
"2nd half of #TNF is going down. 🏈

Stream it LIVE right here. 👇
https://t.co/WdzHD9qrrO",02/12/2016 03:04
"#TNF is LIVE! 🙌

Tune in now for #DALvsMIN streaming LIVE on Twitter.
https://t.co/WdzHD9qrrO",02/12/2016 02:09
"Pregame coverage for #TNF is starting now.

Tune in and catch the action, before the action. ⬇️
https://t.co/WdzHD9qrrO",02/12/2016 00:35
"#TNF streaming LIVE on Twitter is back tonight for @dallascowboys vs @Vikings.

Go to Moments or… https://t.co/UyGYBDlDhG",01/12/2016 23:41
Stay on target! The LIVE #RogueOne Q&amp;A is almost here. https://t.co/lC2gqRMmJh,01/12/2016 22:01
"So @starwars, we heard there will be a tour of a secret location during the #RogueOne LIVE stream on Friday. Is thi… https://t.co/n3q3ZPIvox",01/12/2016 21:00
Who takes home the win tonight on #TNF?,01/12/2016 20:05
"#TNF returns tonight!

Tune in to catch #DALvsMIN streaming LIVE on Twitter. 👇

https://t.co/eCsgy1y604",01/12/2016 17:06
"@jakeboxer @jessicard We’ve got to hear this, please tell. 😍",01/12/2016 04:21
"@ShaneoMacsince1 It's pretty meta of us, isn't it?",01/12/2016 04:20
"Join the rebellion with the cast of @starwars #RogueOne for an exclusive Q&amp;A! It all starts Friday, LIVE on Twitter.
https://t.co/pAURz6P6X0",30/11/2016 20:38
"With Moments, you can bring together favorite Tweets to tell richer stories - rolling out on mobile starting today.
https://t.co/SMqIZ1Zngo",30/11/2016 16:12
@kbilaymercan Love is in the Twitterverse. 😍,30/11/2016 01:36
"@Tsavo @starwars The Force is strong with you, Cory.",30/11/2016 00:41
@allstarcharts We couldn't have said it better ourselves.,30/11/2016 00:29
@hamilIian @starwars This is a rebellion isn't it? #RogueOne,30/11/2016 00:28
"We'll see everyone Friday! #RogueOne

The Force is with us @people and @starwars.
https://t.co/yJ4uolJJJD",29/11/2016 21:35
@RobLowe This is *literally* the best thing we've heard all day.,29/11/2016 21:07
"We’re in, @starwars.

Are you with us, @people? #RogueOne https://t.co/VPTy67HhOg",29/11/2016 18:18
"It's coming.

A Q&amp;A with the cast of @starwars #RogueOne streaming LIVE on Twitter this Friday at 1pm ET. https://t.co/Cp1O7zyemu",29/11/2016 14:15
"Fueled by the power of positivity. #GivingTuesday
https://t.co/FgIt4FnT74",29/11/2016 02:34
"#TNF is streaming LIVE on Twitter this Thursday! Who you got?

Tweet your predictions with #DallasCowboys or #Skol
https://t.co/eYWariRodT",29/11/2016 01:38
"@NaomiKyle Naomi, will you accept this 🌹?",29/11/2016 00:02
@larryareathome Literally every day.,28/11/2016 23:46
"And grandma of the year award goes to… 🏆

https://t.co/LgtLpL41Oh",26/11/2016 00:00
@SimTara Thank you for being a part of the Twitter community. 😊,24/11/2016 20:35
What’s your go-to Thanksgiving Day tradition?,24/11/2016 20:00
"An attitude of gratitude brings great things.

Today, we thank each and every one of you. https://t.co/I5KaE0xVAn",24/11/2016 18:24
"@CatClifford Twitter replying to your Tweet about Twitter followers on Twitter. Mind, blown.",23/11/2016 03:29
@gigirules7 😍🌹,23/11/2016 01:06
"To: Everyone
From: Lin
Subject: #1MillionGIFs Party - Who’s In? https://t.co/2zXXSLzCK5",22/11/2016 19:41
Put a turkey on it with featured Thanksgiving #Stickers. 🦃 https://t.co/CIxZAbPClz,21/11/2016 17:30
"They're onto us. 😳🦃
https://t.co/2lHOrkvyuo",19/11/2016 20:04
"The biggest moments.
The best Tweets.

Check out the highlights from #NOvsCAR. 👇 https://t.co/TeQEsoyEvz",18/11/2016 23:24
"Until next time. ✌️ 

#TNF returns on December 1st for @dallascowboys vs @Vikings.
https://t.co/eCsgy1y604",18/11/2016 04:53
"2nd half of #TNF is kicking off. 🏈

Keep up with all the action right here, right now!

https://t.co/WdzHD9qrrO",18/11/2016 03:13
"#TNF
STARTS
NOW
🏈🏈🏈

Tune in and catch the @Panthers take on the @Saints streaming LIVE on Twitter.
👇
https://t.co/WdzHD9qrrO",18/11/2016 01:26
Divisional rivals meet tonight. Who you got?,17/11/2016 21:42
"6 number one albums later… Celebrating #7YearsofMyWorld with @justinbieber.

https://t.co/xhyBCSEOx5",17/11/2016 20:29
"The time has come.

Tune in tonight to watch #NOvsCAR LIVE on Twitter.

https://t.co/eCsgy1y604",17/11/2016 17:02
It doesn't take much to say a lot. #TwitterTips https://t.co/T58nbMVAlt,16/11/2016 20:02
Twitter for Android TV is available in the @GooglePlay store! Watch #TNF streaming LIVE on Twitter tomorrow night.… https://t.co/RnYCtCRsPO,16/11/2016 18:08
"Celebrating 20 years of the original squad goals. 🐰🏀

https://t.co/worH22UfYt",15/11/2016 21:08
An update on the progress we've made in addressing online abuse: https://t.co/0Za3Sf6EOd,15/11/2016 14:01
"#TNF is streaming LIVE on Twitter this Thursday! 

Cheer on your favorite team with #Saints50 or #KeepPounding
https://t.co/Eaku2CnrTG",14/11/2016 22:02
"Now you can be the very best, with featured @Pokemon #Stickers! https://t.co/wdQ5UMY3bq",13/11/2016 21:01
"In a world where you can be anything, be kind. #WorldKindnessDay",13/11/2016 20:25
"With respect, honor &amp; gratitude. 🇺🇸 #VeteransDay

https://t.co/mcuTtJc5Eb",11/11/2016 20:24
"Tonight is the night. Tune into the @nflnetwork for #CLEvsBAL.

#TNF streaming LIVE on Twitter will be back next we… https://t.co/XqHdfztoWv",11/11/2016 00:30
Be in the know! Follow along with search and hashtags.#TwitterTips https://t.co/xV3Ihcs4UG,09/11/2016 20:31
"The results are in: @realDonaldTrump is the 45th President of the United States.

https://t.co/OzuxDAk0Wm",09/11/2016 08:16
"State results are rolling in.

Tune in now to watch #ElectionNight from @BuzzFeedNews LIVE on Twitter.
https://t.co/UM9vKC6BQE",09/11/2016 04:26
"History is happening.

#ElectionNight coverage from @BuzzFeedNews is streaming LIVE on Twitter, tune in. 👇
https://t.co/UM9vKC6BQE",08/11/2016 23:01
"No matter what language you speak, make your voice heard.

Remember to get out and vote, and share that you've done… https://t.co/lmbP2jkvxp",08/11/2016 18:36
"It's ⏰.

#ElectionDay is here and our LIVE coverage of the breaking news and election results kicks off at 6pm ET. https://t.co/UM9vKC6BQE",08/11/2016 16:00
"Let the countdown begin.

#ElectionNight coverage LIVE on Twitter kicks off right here, tomorrow at 6pm ET. 👇
https://t.co/UM9vKC6BQE",08/11/2016 00:16
"That #MannequinChallenge is a real crowd pleaser. 🎶
https://t.co/jBqxnuhyOC",07/11/2016 20:26
Watch #ElectionNight coverage from @BuzzFeedNews streaming LIVE on Twitter! Go to ⚡️ Moments or… https://t.co/1ftM7LBxRs,07/11/2016 17:25
How are you going to use your extra hour? #DaylightSavingTime,06/11/2016 16:12
When you realize you get an extra hour of sleep tonight... #DaylightSavings https://t.co/fqW8agYbcF,06/11/2016 00:24
"Election Day is on its way.

Give @gov a follow this #FollowFriday for breaking news and LIVE election coverage. https://t.co/qG3S6ID1C8",05/11/2016 00:02
"#ElectionNight coverage from @BuzzFeedNews is streaming LIVE on Twitter! Go to ⚡️ Moments or https://t.co/PykFISpFT6 on Tuesday, 6pm ET.",04/11/2016 23:09
"Tonight, #ATLvsTB is on the @nflnetwork.

It’s another bye for us but we'll be back Nov. 17th. https://t.co/JgzfZhA8yB",03/11/2016 22:03
@Littleandfit_ How much do you love polls?,02/11/2016 23:46
"It all comes down to this. 
#WorldSeries Game 7.

Who you got?",02/11/2016 21:30
Discover and explore! These #TwitterTips will keep you in the know. https://t.co/JZY5bRKbr2,02/11/2016 17:29
"🎶 Don’t go chasing waterfalls 🎶
…unless they’re in Fiji! #TravelTuesday https://t.co/XWD9RULrlz https://t.co/cZLBYdnaq9",01/11/2016 22:49
"From Bradford, England to your own featured #Stickers. We got you Zayn 👊 https://t.co/FzKSO5cMHi",01/11/2016 17:08
Trick or Treat?,31/10/2016 23:42
"What's Happening
https://t.co/a0WSI52OuH https://t.co/7gpXqUrqXJ",31/10/2016 22:58
"Live from Twitter, it’s Caturday night. #NationalCatDay

https://t.co/AphgaIVXXN https://t.co/rpoJTao3ow",30/10/2016 00:48
"Tonight’s the night.

It may be a #TNF bye for us but you can still catch #JAXvsTEN on the @NFLNetwork. We’ll be ba… https://t.co/b09K8NrA6m",27/10/2016 23:03
"When words just aren't enough, use emojis and video to express yourself. #TwitterTips https://t.co/jBXItwnZeP",26/10/2016 16:19
"This #TravelTuesday, we’re talking about a little place called Aspen. https://t.co/eiE7OcRtaU https://t.co/8OoxzoAQBj",25/10/2016 22:11
"🐶 + 🍂 = 😍
https://t.co/E8oJW1ozpv https://t.co/V9bRzpKv4L",24/10/2016 20:01
⏪ to the best moments from last night's #TNF matchup between the @ChicagoBears and @packers! https://t.co/TpxdSROSBt,21/10/2016 23:18
A million reasons to unleash your inner #JOANNE with featured @ladygaga #Stickers. https://t.co/qA7XJnly9Q,21/10/2016 20:37
"Another one is in the 📚's!

#TNF streaming LIVE on Twitter returns 11/17 for @Saints vs @Panthers.",21/10/2016 03:44
"2nd half of #TNF is kicking off. 🏈

Catch all the action right here, right now.  https://t.co/eCsgy1y604",21/10/2016 02:07
"Turn up… and down and left and right.

🔒 &amp; 🔄 https://t.co/44YAHL53jM",21/10/2016 01:27
"Game time! 🙌

Tonight's #TNF matchup between the @ChicagoBears and @packers is streaming LIVE on Twitter. 👇
https://t.co/eCsgy1y604",21/10/2016 00:27
Who’s going to be adding another W to their record tonight? #TNF,20/10/2016 20:31
Take a look back at the top moments from last night's third and final of the presidential #debates:… https://t.co/Ox4S204NZ9,20/10/2016 18:32
"Back at it again with the #TNF

Tune in tonight to watch #CHIvsGB streaming LIVE on Twitter!
https://t.co/eCsgy1y604",20/10/2016 17:15
We're partnering with @BuzzFeedNews on an exclusive election night special streaming LIVE on Twitter. Tune in at 6p… https://t.co/sy4CkYj2GJ,20/10/2016 03:02
"The biggest moments, Tweets, and topics on Twitter from the third and final presidential #debate. https://t.co/iUJGTFFusn",20/10/2016 02:39
"The #debate is LIVE on Twitter.

Watch the action unfold.👇
https://t.co/l2fPw8j3O6",20/10/2016 01:00
"One hour until the final presidential #debate is streaming LIVE on Twitter! Retweet if you plan on watching it LIVE.
https://t.co/l2fPw8j3O6",20/10/2016 00:00
"Tonight: the final US presidential #debate is streaming LIVE on Twitter. Watch here at 8:30pm ET.
https://t.co/l2fPw8j3O6",19/10/2016 17:07
Wondering what everyone's talking about? Tap on a #⃣️ and check it out. #TwitterTips https://t.co/mUIZ618Y9p,19/10/2016 16:33
"Trek through the Himalayas and see the sights of Nepal. #TravelTuesday
🇳🇵 https://t.co/QyjXwzsAQt https://t.co/kzQpMXMfop",18/10/2016 22:04
Proud to partner with @MLB &amp; @GLAAD to stand against LGBTQ bullying. Tweet #SpiritDay &amp; wear 💜 to show your support: https://t.co/PS5BFbsXGZ,18/10/2016 16:08
#TNF is streaming LIVE on Twitter this Thursday! Cheer on your favorite team with #FeedDaBears or #GoPackGo https://t.co/K8C5tOkRqx,17/10/2016 23:01
"Maui may be a demigod, but you already know his Tweet game is 💯 https://t.co/AjhYP3o0it",17/10/2016 14:07
Thursday: watch the @ChicagoBears take on the @packers streaming LIVE on Twitter! Go to ⚡️ Moments or… https://t.co/nnYFoU1HOV,17/10/2016 00:30
Rewind to the best moments from last night's #TNF matchup between the @Broncos and @Chargers. https://t.co/FtO8fjXg6Q,15/10/2016 00:01
The final US presidential #debate is streaming LIVE on Twitter! Go to ⚡ Moments or https://t.co/yn4Jkmxb1l on Wedne… https://t.co/x3KPDhKuDR,14/10/2016 23:07
"Now showing: ""Fantastic Emojis and Where To Find Them""

Tweet:
#FBNewt
#FBTina 
#FBJacob
#FBQueenie
and more with… https://t.co/aUZTOWlVai",14/10/2016 21:12
"That's a wrap for #TNF!

Tune in next week as the @ChicagoBears face the @packers streaming LIVE on Twitter. 
https://t.co/eCsgy1y604",14/10/2016 03:43
"Second half of #DENvsSD is happening now! 🏈

Tap ⬇️ to watch #TNF streaming LIVE on Twitter.
https://t.co/eCsgy1y604",14/10/2016 02:01
"#TNF is streaming LIVE on Twitter! Tune in now to catch the @Broncos take on the @Chargers.
https://t.co/eCsgy1PHoE",14/10/2016 00:24
"Two #TNF teams, one winner, and a whole lot of 🏈. Who are you rooting for?",13/10/2016 22:55
"It's almost game time! Tune in to #TNF tonight to watch #DENvsSD streaming LIVE on Twitter.
https://t.co/eCsgy1PHoE",13/10/2016 20:00
TONIGHT: watch the @Broncos take on the @Chargers streaming LIVE on Twitter! Go to ⚡️ Moments or… https://t.co/qCpgvfdfXI,13/10/2016 16:45
"Glad your brother is ok, @security_craig!

""The internet is amazing because people are amazing."" -@security_will https://t.co/UYOLQZMg0m",12/10/2016 19:25
"Discover the latest on any topic, instantly. Search to see what everyone's saying. #TwitterTips https://t.co/EvdxGjppjp",12/10/2016 16:19
"🌳 + 💜 = 😍 #TravelTuesday
https://t.co/JUgUfQLhw2 https://t.co/Ss4QEQZoI5",11/10/2016 18:02
Thursday: watch the @Broncos take on the @Chargers streaming LIVE on Twitter! Go to ⚡️ Moments or… https://t.co/vgkCQwl2G4,11/10/2016 16:28
Twitter is what’s happening in the world. Today we bring it out INTO the world: https://t.co/cfAJ9BLmmz https://t.co/FHTQ2pDzfu,10/10/2016 19:54
Take a look back at the top moments from the most Tweeted #debate ever between @HillaryClinton and @realDonaldTrump… https://t.co/VzYShgReyN,10/10/2016 19:10
"#TNF is streaming LIVE on Twitter this Thursday! Cheer on your favorite team with #Broncos or #Chargers.
https://t.co/OkgIWCOvhl",10/10/2016 16:40
"Tonight's #debate was the most Tweeted ever, with more than 17 million debate-related Tweets sent.",10/10/2016 03:34
"The biggest moments, Tweets, and topics on Twitter from the second of the presidential #debates. https://t.co/FcNAD62V1H",10/10/2016 02:40
"The #debates continue, streaming LIVE on Twitter. Watch the final presidential debate on Wednesday, 10/19.
https://t.co/l2fPw8j3O6",10/10/2016 02:37
"Streaming LIVE:

@HillaryClinton
#debates
@realDonaldTrump  

Watch on Twitter NOW! 🇺🇸 
https://t.co/l2fPw8j3O6",10/10/2016 01:04
"Streaming LIVE in one hour:

@HillaryClinton 
#debates 
@realDonaldTrump

#GoLive on Twitter ⬇️
https://t.co/l2fPw8j3O6",10/10/2016 00:00
"Tonight: the second of the US presidential #debates is streaming LIVE on Twitter. Watch here at 8:30pm ET. ⬇️
https://t.co/l2fPw8j3O6",09/10/2016 14:50
Tomorrow night: the presidential #debates are streaming LIVE on Twitter. Go to ⚡️ Moments or… https://t.co/cPse0TELin,08/10/2016 16:15
⏪ to the best moments from last night's #TNF matchup between the @AZCardinals and @49ers! https://t.co/wWWGbMrbvM,07/10/2016 22:02
